Agency,EffortID,SampleDate,SampleYear,WFMU,Site,GearType,MonitoringType,Species,SampleID,Length_mm,Weight_g,Sex,Maturity,FinalAge,FinalAgeStructure,SampleType1,SampleType1ID,Comment,BoxNo
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-08,450,770,M,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-16,415,850,F,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-23,453,890,F,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-27,478,1040,M,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-28,466,870,M,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-31,452,760,M,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-45,461,750,M,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-47,543,1620,F,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-59,500,1145,M,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-62,455,830,M,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-63,508,1160,F,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-65,493,970,M,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-68,435,730,F,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-71,502,1230,F,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-73,475,1130,F,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-74,545,1595,F,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-78,486,940,M,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-83,435,690,F,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-88,444,800,M,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-89,436,660,F,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-96,536,970,M,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-97,437,710,F,M,6,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-43,552,1910,F,M,5,,,,,16
MIDNR,5085,8/6/2011,2011,WFM06,Leland,large mesh trap net,Commercial,LWF,5085-92,435,740,M,M,5,,,,,16
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-23,616,1890,F,M,17,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-83,583,1820,M,M,15,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-13,630,2160,F,M,14,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-21,559,1450,M,M,14,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-30,622,1930,M,M,14,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-43,578,1910,M,M,14,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-66,645,2060,M,M,14,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-03,556,1803,M,M,13,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-15,527,1260,F,M,13,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-56,652,2670,F,M,13,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-61,532,1200,M,M,13,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-65,537,1280,M,M,13,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-91,556,,M,M,13,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-07,612,2460,F,M,12,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-08,519,2050,F,M,12,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-20,630,2290,F,M,12,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-29,541,1110,M,I,12,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-38,541,1350,F,M,12,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-71,555,1240,F,M,12,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-77,622,1980,M,M,12,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-86,587,1400,F,M,12,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-88,588,1960,M,M,12,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-04,570,1826,F,M,11,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-06,545,1510,M,M,11,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-17,608,1650,M,M,11,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-18,535,1600,M,M,11,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-19,568,1670,M,M,11,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-33,698,3040,F,M,11,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-37,521,1280,F,M,11,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-59,540,1220,M,M,11,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-70,538,1270,F,I,11,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-72,555,1660,M,M,11,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-75,557,1250,M,M,11,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-81,568,1710,M,M,11,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-14,515,1200,M,M,10,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-25,494,930,M,M,10,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-44,521,1190,F,M,10,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-57,535,1190,M,M,10,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-60,565,1470,M,M,10,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-64,503,1290,F,M,10,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-87,556,1340,M,M,10,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-96,569,1260,M,M,10,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-09,515,1137,F,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-10,538,1080,F,I,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-11,520,1390,M,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-12,535,1360,M,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-26,466,1150,M,I,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-40,558,1830,F,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-46,509,1140,M,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-49,520,1170,M,I,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-52,544,1170,M,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-54,535,1260,F,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-58,503,1140,M,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-62,492,1220,M,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-63,510,1160,F,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-67,573,1230,M,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-80,475,910,M,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-82,492,970,M,I,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-95,533,1300,M,M,9,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-01,530,1575.2,M,M,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-02,529,1302,F,I,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-05,480,1304,F,M,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-16,507,1170,F,M,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-28,470,820,F,I,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-32,515,1310,M,M,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-41,497,1000,M,M,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-42,494,999,M,M,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-45,487,1050,M,M,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-51,495,1060,F,M,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-68,520,1110,M,M,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-78,492,1120,M,M,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-89,502,940,F,M,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-98,516,1050,M,I,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-99,505,1040,F,M,8,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-22,511,1050,M,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-24,490,950,M,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-27,484,980,F,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-31,519,1120,M,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-34,481,970,F,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-35,570,1790,F,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-39,520,1350,F,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-48,522,1180,M,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-55,525,1410,F,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-69,554,1310,M,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-73,512,1190,M,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-74,458,830,M,I,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-79,483,840,M,I,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-84,513,1000,F,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-85,493,1130,M,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-92,516,1040,M,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-94,485,940,M,M,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-97,480,990,F,I,7,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-100,454,760,F,M,6,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-36,640,820,M,I,6,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-47,485,1020,M,M,6,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-53,496,1070,F,M,6,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-76,509,1000,M,M,6,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-90,489,870,M,I,6,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-50,475,1100,F,M,5,,,,,17
MIDNR,5089,4/21/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5089-93,481,850,M,M,5,,,,,17
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-82,585,1740,M,M,17,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-86,600,1950,F,M,17,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-14,622,2370,F,M,16,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-63,538,1590,M,M,16,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-05,560,1560,F,M,15,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-24,561,1540,F,M,15,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-31,550,1360,M,M,15,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-37,598,1870,F,M,15,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-44,562,1500,M,M,15,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-68,586,1740,F,M,15,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-04,580,1810,F,M,14,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-10,537,1110,M,M,14,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-11,543,1470,F,M,14,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-58,535,1160,M,M,14,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-54,560,1560,M,M,13,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-57,554,1430,F,M,13,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-77,583,1620,F,M,13,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-98,496,1060,M,M,13,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-07,522,1090,F,M,12,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-20,608,1950,F,M,12,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-21,545,1330,M,M,12,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-33,555,1390,F,M,12,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-40,553,1500,M,M,12,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-42,530,1320,F,M,12,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-53,563,1680,M,M,12,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-72,572,1430,M,M,12,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-93,542,1200,M,M,12,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-96,568,1580,M,M,12,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-17,544,1370,M,M,11,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-18,565,1660,M,M,11,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-32,586,1770,F,M,11,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-50,508,1120,M,M,11,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-51,556,1470,M,M,11,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-67,515,1160,M,M,11,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-80,558,1210,F,M,11,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-89,525,1210,M,M,11,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-95,489,890,M,I,11,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-03,523,1370,F,M,10,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-09,548,1370,M,M,10,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-13,540,1360,F,M,10,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-16,475,910,F,M,10,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-29,568,1560,M,M,10,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-43,498,1150,F,M,10,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-56,536,1290,F,M,10,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-59,526,1480,F,M,10,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-90,517,1060,M,M,10,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-01,587,1570,M,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-08,498,1090,M,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-12,536,1440,F,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-15,519,1350,M,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-26,548,1310,F,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-28,572,1510,F,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-30,526,1270,F,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-45,524,1320,F,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-47,558,1550,M,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-61,523,1100,F,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-62,515,1160,M,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-64,532,1360,F,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-69,542,1290,F,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-70,476,990,F,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-71,536,1350,M,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-75,492,1170,M,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-76,556,1460,M,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-81,484,910,M,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-85,502,990,F,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-94,501,1100,M,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-97,488,1140,F,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-99,470,900,M,M,9,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-02,492,1040,F,M,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-06,532,1290,M,M,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-100,498,850,M,I,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-22,517,1150,F,M,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-25,570,1640,M,M,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-27,517,1110,M,M,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-34,523,1210,M,M,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-36,544,1310,M,M,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-38,504,1020,M,I,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-39,540,1470,F,M,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-41,540,1290,F,M,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-46,510,1220,F,M,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-48,526,1290,F,M,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-52,542,1380,F,M,8,,,,,18
MIDNR,5091,6/24/2012,2012,WFM06,Leland,large mesh trap net,Commercial,LWF,5091-55,508,1110,M,M,8,,,,,18
